ref,greek_phrase,lemma,morphology,chosen_rendering,alternate_renderings,rationale,status,reviewer
1 Kings 8:44,οταν εξελθη ο λαος σου εις πολεμον επι τους εχθρους αυτων εν τη οδω η αν αποστειλης αυτους και προσευξωνται εν ονοματι κυριου κατα την πολιν ην εξελεξω και τον οικον ον ωκοδομησα,εν ονοματι,solomon war prayer,"When your people go out to war against their enemies by way that you send them, and they pray in the name of the Lord in direction of the city that you chose and house that I built for your name, then you shall hear from heaven their prayer and their petition and do their judgment.",pray unto the Lord toward the city,Current line keeps the Greek pray-in-name wording.,reviewed,codex
Joshua 11:8,και παρεδωκεν αυτους κυριος υπο τας χειρας ισραηλ και παταξαντες αυτους κατεδιωξαν εως σιδωνος της μεγαλης και εως μασερων και εως πεδιου μασσωχ κατα ανατολας,μασερων,pursuit northward,"And the Lord delivered them under hands of Israel, and as they struck them they pursued them as far as great Sidon and as far as Maserom and as far as plain of Massōch toward east, and they struck them until no survivor was left to them.","unto great Zidon, and unto Maseron",Current line keeps the Greek Maserom and Massōch forms.,reviewed,codex
Exodus 28:1,και συ προσαγαγε προς σεαυτον ααρων τον αδελφον σου και τους υιους αυτου μετ αυτου εκ των υιων ισραηλ ιερατευειν μοι ααρων και ναδαβ και αβιουδ και ελεαζαρ και ιθαμαρ,προσαγω,aaron and sons,"And you, bring near to yourself Aaron your brother and his sons with him from among sons of Israel to serve as priests to me: Aaron and Nadab and Abioud and Eleazar and Ithamar, sons of Aaron.",bring thou near unto thee Aaron thy brother,Current line keeps the Greek bring-near-to-yourself wording.,reviewed,codex
Judges 21:12,και ευρον απο των κατοικουντων ιαβις γαλααδ τετρακοσιας νεανιδας παρθενους αι ουκ εγνωσαν ανδρα κοιτην αρσενος και ηγαγον αυτας εις παρεμβολην εις σηλω,κοιτη αρσενος,jabesh girls brought,"And they found from inhabitants of Jabesh Gilead four hundred young women, virgins who had not known man by bed of male, and they brought them to camp at Shiloh, which is in the land of Chanaan.",virgins who had not known man by lying with any male,Current line keeps the Greek bed-of-male wording.,reviewed,codex
1 Samuel 11:11,και εγενετο τη επαυριον και εθηκεν σαουλ τον λαον τρεις αρχας και εισηλθον μεσον της παρεμβολης εν φυλακη πρωινη και επαταξαν τους υιους αμμων εως της θερμης της ημερας,τρις αρχαι,saul against ammon,"And it came to be on next day that Saoul set people in three heads, and they entered middle of camp in morning watch and were striking sons of Ammon until heat of day, and those left were scattered so that no two of them remained together.",in three companies,Current line keeps the Greek three-heads wording.,reviewed,codex
1 Chronicles 6:64,και καδημωθ και τα περισπωρια αυτης και μωφααθ και τα περισπωρια αυτης,περισπωριον,levite town lands,"and Kademoth and its surrounding lands, and Mephaath and its surrounding lands,",suburbs thereof,Current line keeps the Greek surrounding-lands wording.,reviewed,codex
2 Kings 25:13,και τους στυλους τους χαλκους τους εν οικω κυριου και τας μεχωνωθ και την θαλασσαν την χαλκην την εν οικω κυριου συνεκλασαν οι χαλδαιοι και ηνεγκαν τον χαλκον αυτων εις βαβυλωνα,μεχωνωθ,temple bronze taken,And bronze pillars in the house of the Lord and bases and bronze sea in the house of the Lord Chaldeans broke up and carried their bronze to Babylon.,the bases,Current line keeps the Greek mechōnōth bases term.,reviewed,codex
Joshua 10:40,και επαταξεν ιησους πασαν την γην την ορεινην και την ναγεβ και την πεδινην και την ασηδωθ και τους βασιλεις αυτων ου κατελιπεν εξ αυτων σωζομενον και παν εμπνεον εξωλεθρευσεν,ασηδωθ,joshua strikes all land,"And Joshua struck all the land, hill country and Negeb and plain and Asedoth and their kings. He left no saved one among them, and every breathing thing he utterly destroyed, just as the Lord God of Israel commanded.",the plains and the springs,Current line keeps the Greek Asedoth form and no-saved-one wording.,reviewed,codex
2 Samuel 19:1,και εταραχθη ο βασιλευς και ανεβη εις το υπερωον της πυλης και εκλαυσεν και ουτως ειπεν εν τω πορευεσθαι αυτον υιε μου αβεσσαλωμ υιε μου υιε μου αβεσσαλωμ,ταρασσω,david mourns absalom,"And the king was troubled and went up to upper room of gate and wept, and thus he said as he went, My son Abessalom, my son, my son Abessalom, if only I had died instead of you.",was much moved,Current line keeps the Greek was-troubled wording.,reviewed,codex
Numbers 10:9,και εαν εξελθητε εις πολεμον εν τη γη υμων προς τους υπεναντιους τους ανθεστηκοτας υμιν και σημανειτε εν ταις σαλπιγξιν,σημαινω,war trumpet signal,"And if you go out to war in your land against adversaries standing against you, then you shall signal with trumpets, and you shall be remembered before the Lord your God and be saved from your enemies.",blow an alarm with the trumpets,Current line keeps the Greek signal wording.,reviewed,codex
1 Chronicles 28:14,και σταθμον της σταθμης και των χρυσων και των αργυρων,σταθμη,temple weights,"and weight of their weighing, both of gold and silver things,",weight for the things of gold and silver,Current line keeps the Greek weight-of-their-weighing wording.,reviewed,codex
Nehemiah 2:18,και απηγγειλα αυτοις την χειρα του θεου οτι εστιν αγαθη επ εμε και τους λογους του βασιλεως ους ελαλησεν μοι και ειπαν ανασταντες οικοδομησωμεν,απαγγελλω,build the wall start,"And I told them of the hand of God, that it is good upon me, and of the words of the king which he spoke to me. And they said, Let us rise and build, and their hands were strengthened for good.",I told them of the hand of my God,Current line keeps the Greek hand-of-God wording.,reviewed,codex
