ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Genesis 34:7,GEN,Genesis,34,7,"οἱ δὲ υἱοὶ ᾿Ιακὼβ ἦλθον ἐκ τοῦ πεδίου· ὡς δὲ ἤκουσαν, κατενύγησαν οἱ ἄνδρες, καὶ λυπηρὸν ἦν αὐτοῖς σφόδρα, ὅτι ἄσχημον ἐποίησεν ἐν ᾿Ισραὴλ κοιμηθεὶς μετὰ τῆς θυγατρός ᾿Ιακώβ, καὶ οὐχ οὕτως ἔσται.",,,,
Genesis 34:8,GEN,Genesis,34,8,καὶ ἐλάλησεν ᾿Εμμὼρ αὐτοῖς λέγων· Συχὲμ ὁ υἱός μου προείλετο τῇ ψυχῇ τὴν θυγατέρα ὑμῶν· δότε οὖν αὐτὴν αὐτῷ γυναῖκα,,,,
Genesis 34:9,GEN,Genesis,34,9,καὶ ἐπιγαμβρεύσασθε ἡμῖν· τὰς θυγατέρας ὑμῶν δότε ἡμῖν καὶ τὰς θυγατέρας ἡμῶν λάβετε τοῖς υἱοῖς ὑμῶν.,,,,
Genesis 34:10,GEN,Genesis,34,10,"καὶ ἐν ἡμῖν κατοικεῖτε, καὶ ἡ γῆ ἰδοὺ πλατεῖα ἐναντίον ὑμῶν· κατοικεῖτε καὶ ἐμπορεύεσθε ἐπ᾿ αὐτῆς καὶ ἐγκτᾶσθε ἐν αὐτῇ.",,,,
Genesis 34:11,GEN,Genesis,34,11,"εἶπε δὲ Συχὲμ πρὸς τὸν πατέρα αὐτῆς καὶ πρὸς τοὺς ἀδελφοὺς αὐτῆς· εὕροιμι χάριν ἐναντίον ὑμῶν, καὶ ὃ ἐὰν εἴπητε, δώσομεν.",,,,
Genesis 34:12,GEN,Genesis,34,12,"πληθύνατε τὴν φερνὴν σφόδρα, καὶ δώσω καθότι ἂν εἴπητέ μοι, καὶ δώσατέ μοι τὴν παῖδα ταύτην εἰς γυναῖκα.",,,,
Genesis 34:13,GEN,Genesis,34,13,"ἀπεκρίθησαν δὲ οἱ υἱοὶ ᾿Ιακὼβ τῷ Συχὲμ καὶ ᾿Εμμὼρ τῷ πατρὶ αὐτοῦ μετὰ δόλου καὶ ἐλάλησαν αὐτοῖς, ὅτι ἐμίαναν Δείνα τὴν ἀδελφὴν αὐτῶν,",,,,
Genesis 34:14,GEN,Genesis,34,14,"καὶ εἶπαν αὐτοῖς Συμεὼν καὶ Λευὶ οἱ ἀδελφοὶ Δείνας· οὐ δυνησόμεθα ποιῆσαι τὸ ρῆμα τοῦτο, δοῦναι τὴν ἀδελφὴν ἡμῶν ἀνθρώπῳ, ὃς ἔχει ἀκροβυστίαν· ἔστι γὰρ ὄνειδος ἡμῖν.",,,,
Genesis 34:15,GEN,Genesis,34,15,"μόνον ἐν τούτῳ ὁμοιωθησόμεθα ὑμῖν καΙ κατοικήσομεν ἐν ὑμῖν, ἐὰν γένησθε ὡς ἡμεῖς καὶ ὑμεῖς ἐν τῷ περιτμηθῆναι ὑμῶν πᾶν ἀρσενικόν.",,,,
Genesis 34:16,GEN,Genesis,34,16,καὶ δώσομεν τὰς θυγατέρας ἡμῶν ὑμῖν καὶ ἀπό τῶν θυγατέρων ὑμῶν ληψόμεθα ἡμῖν γυναῖκας καὶ οἰκήσομεν παρ᾿ ὑμῖν καὶ ἐσόμεθα ὡς γένος ἕν.,,,,
Genesis 34:17,GEN,Genesis,34,17,"ἐὰν δὲ μὴ εἰσακούσητε ἡμῶν τοῦ περιτεμέσθαι, λαβόντες τὴν θυγατέρα ἡμῶν ἀπελευσόμεθα.",,,,
Genesis 34:18,GEN,Genesis,34,18,καὶ ἤρεσαν οἱ λόγοι ἐναντίον ᾿Εμμὼρ καὶ ἐναντίον Συχὲμ τοῦ υἱοῦ ᾿Εμμώρ.,,,,
Genesis 34:19,GEN,Genesis,34,19,καὶ οὐκ ἐχρόνισεν ὁ νεανίσκος τοῦ ποιῆσαι τὸ ρῆμα τοῦτο· ἐνέκειτο γὰρ τῇ θυγατρὶ ᾿Ιακώβ· αὐτὸς δὲ ἦν ἐνδοξότατος πάντων τῶν ἐν τῷ οἴκῳ τοῦ πατρὸς αὐτοῦ.,,,,
Genesis 34:20,GEN,Genesis,34,20,ἦλθε δὲ ᾿Εμμὼρ καὶ Συχὲμ ὁ υἱὸς αὐτοῦ πρὸς τὴν πύλην τῆς πόλεως αὐτῶν καὶ ἐλάλησαν πρὸς τοὺς ἄνδρας τῆς πόλεως αὐτῶν λέγοντες·,,,,
Genesis 34:21,GEN,Genesis,34,21,"οἱ ἄνθρωποι οὗτοι εἰρηνικοί εἰσι, μεθ᾿ ἡμῶν οἰκείτωσαν ἐπὶ τῆς γῆς καὶ ἐμπορευέσθωσαν αὐτήν, ἡ δὲ γῆ ἰδοὺ πλατεῖα ἐναντίον αὐτῶν. τὰς θυγατέρας αὐτῶν ληψόμεθα ἡμῖν γυναῖκας καὶ τὰς θυγατέρας ἡμῶν δώσομεν αὐτοῖς.",,,,
Genesis 34:22,GEN,Genesis,34,22,"ἐν τούτῳ μόνον ὁμοιωθήσονται ἡμῖν οἱ ἄνθρωποι τοῦ κατοικεῖν μεθ᾿ ἡμῶν, ὥστε εἶναι λαὸν ἕνα, ἐν τῷ περιτεμέσθαι ἡμῶν πᾶν ἀρσενικόν, καθὰ καὶ αὐτοὶ περιτέτμηνται.",,,,
Genesis 34:23,GEN,Genesis,34,23,"καὶ τὰ κτήνη αὐτῶν καὶ τὰ τετράποδα καὶ τὰ ὑπάρχοντα αὐτῶν οὐχ ἡμῶν ἔσται· μόνον ἐν τούτῳ ὁμοιωθῶμεν αὐτοῖς, καὶ οἰκήσουσι μεθ᾿ ἡμῶν.",,,,
Genesis 34:24,GEN,Genesis,34,24,καὶ εἰσήκουσαν ᾿Εμμὼρ καὶ Συχὲμ τοῦ υἱοῦ αὐτοῦ πάντες οἱ ἐμπορευόμενοι τὴν πύλην τῆς πόλεως αὐτῶν καὶ περιετέμοντο τὴν σάρκα τῆς ἀκροβυστίας αὐτῶν πᾶς ἄρσην.,,,,
Genesis 34:25,GEN,Genesis,34,25,"ἐγένετο δὲ ἐν τῇ ἡμέρᾳ τῇ τρίτῃ, ὅτε ἦσαν ἐν τῷ πόνῳ, ἔλαβον οἱ δύο υἱοὶ ᾿Ιακὼβ Συμεὼν καὶ Λευὶ ἀδελφοὶ Δείνας ἕκαστος τὴν μάχαιραν αὐτοῦ καὶ εἰσῆλθον εἰς τὴν πόλιν ἀσφαλῶς καὶ ἀπέκτειναν πᾶν ἀρσενικόν·",,,,
Genesis 34:26,GEN,Genesis,34,26,τόν τε ᾿Εμμὼρ καὶ Συχὲμ τὸν υἱὸν αὐτοῦ ἀπέκτειναν ἐν στόματι μαχαίρας. καὶ ἔλαβον τὴν Δείναν ἐκ τοῦ οἴκου τοῦ Συχὲμ καὶ ἐξῆλθον.,,,,
Genesis 34:27,GEN,Genesis,34,27,"οἱ δὲ υἱοὶ ᾿Ιακὼβ εἰσῆλθον ἐπὶ τοὺς τραυματίας καὶ διήρπασαν τὴν πόλιν, ἐν ᾗ ἐμίαναν Δείναν τὴν ἀδελφὴν αὐτῶν,",,,,
Genesis 34:28,GEN,Genesis,34,28,"καὶ τὰ πρόβατα αὐτῶν καὶ τοὺς βόας αὐτῶν καὶ τοὺς ὄνους αὐτῶν, ὅσα τε ἦν ἐν τῇ πόλει καὶ ὅσα ἦν ἐν τῷ πεδίῳ, ἔλαβον.",,,,
Genesis 34:29,GEN,Genesis,34,29,"καὶ πάντα τὰ σώματα αὐτῶν καὶ πᾶσαν τὴν ἀποσκευὴν αὐτῶν καὶ τὰς γυναῖκας αὐτῶν ᾐχμαλώτευσαν, καὶ διήρπασαν ὅσα τε ἦν ἐν τῇ πόλει καὶ ὅσα ἦν ἐν ταῖς οἰκίαις.",,,,
Genesis 34:30,GEN,Genesis,34,30,"εἶπε δὲ ᾿Ιακὼβ πρὸς Συμεὼν καὶ Λευί· μισητόν με πεποιήκατε, ὥστε πονηρόν με εἶναι πᾶσι τοῖς κατοικοῦσι τὴν γῆν, ἔν τε τοῖς Χαναναίοις καὶ ἐν τοῖς Φερεζαίοις· ἐγὼ δὲ ὀλιγοστός εἰμι ἐν ἀριθμῷ, καὶ συναχθέντες ἐπ᾿ ἐμὲ συγκόψουσί με, καὶ ἐκτριβήσομαι ἐγὼ καὶ ὁ οἶκός μου.",,,,
Genesis 34:31,GEN,Genesis,34,31,οἱ δὲ εἶπαν· ἀλλ᾿ ὡσεὶ πόρνῃ χρήσονται τῇ ἀδελφῇ ἡμῶν,,,,
Genesis 35:1,GEN,Genesis,35,1,ΕΙΠΕ δὲ ὁ Θεὸς πρὸς ᾿Ιακώβ· ἀναστὰς ἀνάβηθι εἰς τὸν τόπον Βαιθὴλ καὶ οἴκει ἐκεῖ καὶ ποίησον ἐκεῖ θυσιαστήριον τῷ Θεῷ τῷ ὀφθέντι σοι ἐν τῷ ἀποδιδράσκειν σε ἀπὸ προσώπου ῾Ησαῦ τοῦ ἀδελφοῦ σου.,,,,
Genesis 35:2,GEN,Genesis,35,2,"εἶπε δὲ ᾿Ιακὼβ τῷ οἴκῳ αὐτοῦ καὶ πᾶσι τοῖς μετ᾿ αὐτοῦ· ἄρατε τοὺς θεοὺς τοὺς ἀλλοτρίους τοὺς μεθ᾿ ὑμῶν ἐκ μέσου ὑμῶν καὶ καθαρίσθητε καὶ ἀλλάξατε τὰς στολὰς ὑμῶν,",,,,
Genesis 35:3,GEN,Genesis,35,3,"καὶ ἀναστάντες ἀναβῶμεν εἰς Βαιθὴλ καὶ ποιήσωμεν ἐκεῖ θυσιαστήριον τῷ Θεῷ τῷ ἐπακούσαντί μου ἐν ἡμέρᾳ θλίψεως, ὃς ἦν μετ᾿ ἐμοῦ καὶ διέσωσέ με ἐν τῇ ὁδῷ, ᾗ ἐπορεύθην.",,,,
Genesis 35:4,GEN,Genesis,35,4,"καὶ ἔδωκαν τῷ ᾿Ιακὼβ τοὺς θεοὺς τοὺς ἀλλοτρίους, οἳ ἦσαν ἐν ταῖς χερσὶν αὐτῶν, καὶ τὰ ἐνώτια τὰ ἐν τοῖς ὠσὶν αὐτῶν, καὶ κατέκρυψεν αὐτὰ ᾿Ιακὼβ ὑπὸ τὴν τερέβινθον τὴν ἐν Σικίμοις καὶ ἀπώλεσαν αὐτὰ ἕως τῆς σήμερον ἡμέρας.",,,,
Genesis 35:5,GEN,Genesis,35,5,"καὶ ἐξῇρεν ᾿Ισραὴλ ἐκ Σικίμων, καὶ ἐγένετο φόβος Θεοῦ ἐπὶ τὰς πόλεις τὰς κύκλῳ αὐτῶν, καὶ οὐ κατεδίωξαν ὀπίσω τῶν υἱῶν ᾿Ισραήλ.",,,,
Genesis 35:6,GEN,Genesis,35,6,"ἦλθε δὲ ᾿Ιακὼβ εἰς Λουζά, ἥ ἐστιν ἐν γῇ Χαναάν, ἥ ἐστι Βαιθήλ, αὐτὸς καὶ πᾶς ὁ λαός, ὃς ἦν μετ᾿ αὐτοῦ.",,,,
Genesis 35:7,GEN,Genesis,35,7,καὶ ᾠκοδόμησεν ἐκεῖ θυσιαστήριον καὶ ἐκάλεσε τὸ ὄνομα τοῦ τόπου Βαιθήλ. ἐκεῖ γὰρ ἐφάνη αὐτῷ ὁ Θεὸς ἐν τῷ ἀποδιδράσκειν αὐτὸν ἀπὸ προσώπου ῾Ησαῦ τοῦ ἀδελφοῦ αὐτοῦ.,,,,
Genesis 35:8,GEN,Genesis,35,8,"ἀπέθανε δὲ Δεβῶρα ἡ τροφὸς Ρεβέκκας καὶ ἐτάφη κατώτερον Βαιθὴλ ὑπὸ τὴν βάλανον, καὶ ἐκάλεσεν ᾿Ιακὼβ τὸ ὄνομα αὐτῆς Βάλανος πένθους.",,,,
Genesis 35:9,GEN,Genesis,35,9,"῎Ωφθη δὲ ὁ Θεὸς τῷ ᾿Ιακὼβ ἔτι ἐν Λουζᾷ, ὅτε παρεγένετο ἐκ Μεσοποταμίας τῆς Συρίας, καὶ εὐλόγησεν αὐτὸν ὁ Θεός.",,,,
Genesis 35:10,GEN,Genesis,35,10,"καὶ εἶπεν αὐτῷ ὁ Θεός· τὸ ὄνομά σου οὐ κληθήσεται ἔτι ᾿Ιακώβ, ἀλλ᾿ ᾿Ισραὴλ ἔσται τὸ ὄνομά σου. καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ ᾿Ισραήλ.",,,,
Genesis 35:11,GEN,Genesis,35,11,"εἶπε δὲ αὐτῷ ὁ Θεός· ἐγὼ ὁ Θεός σου· αὐξάνου καὶ πληθύνου· ἔθνη καὶ συναγωγαὶ ἐθνῶν ἔσονται ἐκ σοῦ, καὶ βασιλεῖς ἐκ τῆς ὀσφύος σου ἐξελεύσονται.",,,,
Genesis 35:12,GEN,Genesis,35,12,"καὶ τὴν γῆν, ἣν ἔδωκα ῾Αβραὰμ καὶ ᾿Ισαάκ, σοὶ δέδωκα αὐτήν· σοὶ ἔσται, καὶ τῷ σπέρματί σου μετὰ σὲ δώσω τὴν γῆν ταύτην.",,,,
Genesis 35:13,GEN,Genesis,35,13,"ἀνέβη δὲ ὁ Θεὸς ἀπ᾿ αὐτοῦ ἐκ τοῦ τόπου, οὗ ἐλάλησε μετ᾿ αὐτοῦ.",,,,
Genesis 35:14,GEN,Genesis,35,14,"καὶ ἔστησεν ᾿Ιακὼβ στήλην ἐν τῷ τόπῳ, ᾧ ἐλάλησε μετ᾿ αὐτοῦ ὁ Θεός, στήλην λιθίνην, καὶ ἔσπεισεν ἐπ᾿ αὐτὴν σπονδὴν καὶ ἐπέχεεν ἐπ᾿ αὐτὴν ἔλαιον.",,,,
Genesis 35:15,GEN,Genesis,35,15,"καὶ ἐκάλεσεν ᾿Ιακὼβ τὸ ὄνομα τοῦ τόπου, ἐν ᾧ ἐλάλησε μετ᾿ αὐτοῦ ἐκεῖ ὁ Θεός, Βαιθήλ.",,,,
Genesis 35:16,GEN,Genesis,35,16,"᾿Απάρας δὲ ᾿Ιακὼβ ἐκ Βαιθήλ, ἔπηξε τὴν σκηνὴν αὐτοῦ ἐπέκεινα τοῦ πύργου Γαδέρ. ἐγένετο δὲ ἡνίκα ἤγγισεν εἰς Χαβραθὰ τοῦ ἐλθεῖν εἰς τὴν ᾿Εφραθᾶ, ἔτεκε Ραχὴλ καὶ ἐδυστόκησεν ἐν τῷ τοκετῷ.",,,,
Genesis 35:17,GEN,Genesis,35,17,"ἐγένετο δὲ ἐν τῷ σκληρῶς αὐτὴν τίκτειν, εἶπεν αὐτῇ ἡ μαῖα· θάρσει, καὶ γὰρ οὗτός σοί ἐστιν υἱός.",,,,
Genesis 35:18,GEN,Genesis,35,18,"ἐγένετο δὲ ἐν τῷ ἀφιέναι αὐτὴν τὴν ψυχήν, ἀπέθνησκε γάρ, ἐκάλεσε τὸ ὄνομα αὐτοῦ Υἱὸς ὀδύνης μου· ὁ δὲ πατὴρ ἐκάλεσε τὸ ὄνομα αὐτοῦ Βενιαμίν.",,,,
Genesis 35:19,GEN,Genesis,35,19,ἀπέθανε δὲ Ραχὴλ καὶ ἐτάφη ἐν τῇ ὁδῷ τοῦ ἱπποδρόμου ᾿Εφραθᾶ (αὕτη ἐστὶ Βηθλεέμ).,,,,
Genesis 35:20,GEN,Genesis,35,20,καὶ ἔστησεν ᾿Ιακὼβ στήλην ἐπὶ τοῦ μνημείου αὐτῆς· αὕτη ἐστὶν ἡ στήλη ἐπὶ τοῦ μνημείου Ραχὴλ ἕως τῆς ἡμέρας ταύτης.,,,,
Genesis 35:21,GEN,Genesis,35,21,"ἐγένετο δέ ἡνίκα κατῴκησεν ᾿Ισραὴλ ἐν τῇ γῇ ἐκείνῃ, ἐπορεύθη Ρουβὴν καὶ ἐκοιμήθη μετὰ Βαλλᾶς τῆς παλλακῆς τοῦ πατρὸς αὐτοῦ ᾿Ιακώβ· καὶ ἤκουσεν ᾿Ισραήλ, καὶ πονηρὸν ἐφάνη ἐναντίον αὐτοῦ.",,,,
Genesis 35:22,GEN,Genesis,35,22,῏Ησαν δὲ οἱ υἱοὶ ᾿Ιακὼβ δώδεκα.,,,,
Genesis 35:23,GEN,Genesis,35,23,"υἱοὶ Λείας· πρωτότοκος ᾿Ιακὼβ Ρουβήν, Συμεών, Λευί, ᾿Ιούδας, ᾿Ισσάχαρ, Ζαβουλών.",,,,
Genesis 35:24,GEN,Genesis,35,24,υἱοὶ δὲ Ραχήλ· ᾿Ιωσὴφ καὶ Βενιαμίν.,,,,
Genesis 35:25,GEN,Genesis,35,25,υἱοὶ δὲ Βαλλᾶς παιδίσκης Ραχήλ· Δὰν καὶ Νεφθαλείμ.,,,,
Genesis 35:26,GEN,Genesis,35,26,"υἱοὶ δὲ Ζελφᾶς παιδίσκης Λείας· Γὰδ καὶ ᾿Ασήρ. οὗτοι υἱοὶ ᾿Ιακώβ, οἳ ἐγένοντο αὐτῷ ἐν Μεσοποταμίᾳ τῆς Συρίας.",,,,
Genesis 35:27,GEN,Genesis,35,27,"῏Ηλθε δὲ ᾿Ιακὼβ πρὸς ᾿Ισαὰκ τὸν πατέρα αὐτοῦ εἰς Μαμβρῆ, εἰς πόλιν τοῦ πεδίου (αὕτη ἐστὶ Χεβρών) ἐν γῇ Χαναάν, οὗ παρῴκησεν ῾Αβραὰμ καὶ ᾿Ισαάκ.",,,,
Genesis 35:28,GEN,Genesis,35,28,"ἐγένοντο δὲ αἱ ἡμέραι ᾿Ισαάκ, ἃς ἔζησεν, ἔτη ἑκατὸν ὀγδοήκοντα,",,,,
Genesis 35:29,GEN,Genesis,35,29,"καὶ ἐκλείπων ᾿Ισαὰκ ἀπέθανε καὶ προσετέθη πρὸς τὸ γένος αὐτοῦ πρεσβύτερος καὶ πλήρης ἡμερῶν, καὶ ἔθαψαν αὐτὸν ῾Ησαῦ καὶ ᾿Ιακὼβ οἱ υἱοὶ αὐτοῦ.",,,,
Genesis 36:1,GEN,Genesis,36,1,ΑΥΤΑΙ δὲ αἱ γενέσεις ῾Ησαῦ (αὐτός ἐστιν ᾿Εδώμ)·,,,,
Genesis 36:2,GEN,Genesis,36,2,"῾Ησαῦ δὲ ἔλαβε τὰς γυναῖκας ἑαυτῷ ἀπὸ τῶν θυγατέρων τῶν Χαναναίων, τὴν ᾿Αδὰ θυγατέρα Αἰλὼμ τοῦ Χετταίου καὶ τοῦ ᾿Ολιβεμὰ θυγατέρα ᾿Ανὰ τοῦ υἱοῦ Σεβεγὼν τοῦ Εὐαίου",,,,
Genesis 36:3,GEN,Genesis,36,3,καὶ τὴν Βασεμὰθ θυγατέρα ᾿Ισμαὴλ ἀδελφὴν Ναβεώθ.,,,,
Genesis 36:4,GEN,Genesis,36,4,"ἔτεκε δὲ αὐτῷ ᾿Αδὰ τὸν ῾Ελιφάς, καὶ Βασεμὰθ ἔτεκε τὸν Ραγουήλ,",,,,
Genesis 36:5,GEN,Genesis,36,5,"καὶ ᾿Ολιβεμὰ ἔτεκε τὸν ᾿Ιεοὺς καὶ τὸν ᾿Ιεγλὸμ καὶ τὸν Κορέ· οὗτοι υἱοὶ ῾Ησαῦ, οἳ ἐγένοντο αὐτῷ ἐν γῇ Χαναάν.",,,,
Genesis 36:6,GEN,Genesis,36,6,"ἔλαβε δὲ ῾Ησαῦ τὰς γυναῖκας αὐτοῦ καὶ τοὺς υἱοὺς αὐτοῦ καὶ τὰς θυγατέρας αὐτοῦ καὶ πάντα τὰ σώματα τοῦ οἴκου αὐτοῦ καὶ πάντα τὰ ὑπάρχοντα αὐτοῦ καὶ πάντα τὰ κτήνη καὶ πάντα ὅσα ἐκτήσατο καὶ πάντα ὅσα περιεποιήσατο ἐν γῇ Χαναάν, καὶ ἐπορεύθη ῾Ησαῦ ἐκ τῆς γῆς Χαναὰν ἀπό προσώπου ᾿Ιακὼβ τοῦ ἀδελφοῦ αὐτοῦ.",,,,
Genesis 36:7,GEN,Genesis,36,7,"ἦν γὰρ αὐτῶν τὰ ὑπάρχοντα πολλὰ τοῦ οἰκεῖν ἅμα, καὶ οὐκ ἠδύνατο ἡ γῆ τῆς παροικήσεως αὐτῶν φέρειν αὐτοὺς ἀπὸ τοῦ πλήθους τῶν ὑπαρχόντων αὐτῶν.",,,,
Genesis 36:8,GEN,Genesis,36,8,κατῴκησε δὲ ῾Ησαῦ ἐν τῷ ὄρει Σηεὶρ (῾Ησαῦ αὐτός ἐστιν ᾿Εδώμ).,,,,
Genesis 36:9,GEN,Genesis,36,9,"Αὗται δὲ αἱ γενέσεις ῾Ησαῦ πατρὸς ᾿Εδὼμ ἐν τῷ ὄρει Σηείρ,",,,,
Genesis 36:10,GEN,Genesis,36,10,καὶ ταῦτα τὰ ὀνόματα τῶν υἱῶν ῾Ησαῦ· ῾Ελιφὰς υἱὸς ᾿Αδᾶς γυναικὸς ῾Ησαῦ καὶ Ραγουὴλ υἱὸς Βασεμὰθ γυναικὸς ῾Ησαῦ.,,,,
Genesis 36:11,GEN,Genesis,36,11,"ἐγένοντο δὲ ῾Ελιφὰς υἱοί· Θαιμάν, ῾Ωμάρ, Σωφάρ, Γοθὼμ καὶ Κενέζ·",,,,
Genesis 36:12,GEN,Genesis,36,12,Θαμνὰ δὲ ἦν παλλακὴ ῾Ελιφὰς τοῦ υἱοῦ ῾Ησαῦ καὶ ἔτεκε τῷ ῾Ελιφὰς τὸν ᾿Αμαλήκ· οὗτοι υἱοὶ ᾿Αδᾶς γυναικὸς ῾Ησαῦ.,,,,
