ref,book_name,chapter,verse,fresh_translation,brenton_translation,same_normalized,decision_count,footnote_count,importance
Exodus 26:23,Exodus,26,23,And you shall make two uprights for the corners of the tent at the back.,And thou shalt make two posts on the corners of the tabernacle behind.,no,0,0,low
Exodus 26:24,Exodus,26,24,"And they shall be equal below, and together they shall be equal up to the tops for one joining. So you shall make them for both, for the two corners.","And it shall be equal below, they shall be equal toward the same part from the heads to one joining; so shalt thou make to both the two corners, let them be equal.",no,0,0,low
Exodus 26:25,Exodus,26,25,"And there shall be eight uprights, and their silver bases sixteen: two bases for one upright on its two sides and two bases for the next upright.","And there shall be eight posts, and their sixteen silver sockets; two sockets to one post on both its sides, and two sockets to the other post.",no,0,0,low
Exodus 26:26,Exodus,26,26,"And you shall make bars of incorruptible wood, five for the uprights on one side of the tent,","And thou shalt make bars of incorruptible wood; five to one post on one side of the tabernacle,",no,0,0,low
Exodus 26:27,Exodus,26,27,"and five bars for the uprights on the second side of the tent, and five bars for the hindmost uprights on the side of the tent toward the sea.","and five bars to one post on the second side of the tabernacle, and five bars to the hinder posts, on the side of the tabernacle toward the sea.",no,0,0,low
Exodus 26:28,Exodus,26,28,"And the middle bar, in the midst of the uprights, shall pass through from one side to the other.",And let the bar in the middle between the posts go through from the one side to the other side.,no,0,0,low
Exodus 26:29,Exodus,26,29,"And you shall overlay the uprights with gold, and you shall make gold rings into which you shall bring in the bars, and you shall overlay the bars with gold.","And thou shalt gild the posts with gold; and thou shalt make golden rings, into which thou shalt introduce the bars, and thou shalt gild the bars with gold.",no,0,0,low
Exodus 26:30,Exodus,26,30,And you shall set up the tent according to the pattern shown you on the mountain.,And thou shalt set up the tabernacle according to the pattern shewed thee in the mount.,no,0,0,low
Exodus 26:31,Exodus,26,31,"And you shall make a curtain of blue and purple and spun scarlet and woven fine linen. You shall make it with cherubim, woven work.","And thou shalt make a veil of blue and purple and scarlet woven, and fine linen spun: thou shalt make it cherubs in woven work.",no,0,0,low
Exodus 26:32,Exodus,26,32,"And you shall place it on four incorruptible posts overlaid with gold, their capitals gold, and their four bases silver.","And thou shalt set it upon four posts of incorruptible wood overlaid with gold; and their tops shall be gold, and their four sockets shall be of silver.",no,0,0,low
Exodus 26:33,Exodus,26,33,"And you shall put the curtain on the posts, and within the curtain you shall bring in there the ark of testimony. And the curtain shall divide for you between the Holy Place and the Holy of Holies.","And thou shalt put the veil on the posts, and thou shalt carry in thither within the veil the ark of the testimony; and the veil shall make a separation for you between the holy and the holy of holies.",no,0,0,low
Exodus 26:34,Exodus,26,34,And with the curtain you shall cover the ark of testimony in the Holy of Holies.,And thou shalt screen with the veil the ark of the testimony in the holy of holies.,no,0,0,low
Exodus 26:35,Exodus,26,35,"And you shall place the table outside the curtain, and the lampstand opposite the table on the south side of the tent. And you shall put the table on the north side of the tent.","And thou shalt set the table outside the veil, and the candlestick opposite the table on the south side of the tabernacle; and thou shalt put the table on the north side of the tabernacle.",no,0,0,low
Exodus 26:36,Exodus,26,36,"And you shall make a screen for the entrance of the tent, of blue and purple and spun scarlet and woven fine linen, embroidered work.","And thou shalt make a screen for the door of the tabernacle of blue, and purple, and spun scarlet and fine linen spun, the work of the embroiderer.",no,0,0,low
Exodus 26:37,Exodus,26,37,"And you shall make for the screen five posts and overlay them with gold, and their capitals gold, and you shall cast for them five bronze bases.","And thou shalt make for the veil five posts, and thou shalt gild them with gold; and their chapiters shall be gold; and thou shalt cast for them five brazen sockets.",no,0,0,low
Exodus 27:1,Exodus,27,1,"And you shall make the altar of incorruptible wood, five cubits its length and five cubits its breadth. The altar shall be square, and its height three cubits.","And thou shalt make an altar of incorruptible wood, of five cubits in the length, and five cubits in the breadth; the altar shall be square, and the height of it shall be of three cubits.",no,0,0,low
Exodus 27:2,Exodus,27,2,"And you shall make the horns upon its four corners. The horns shall be from it, and you shall cover them with bronze.","And thou shalt make the horns on the four corners; the horns shall be of the same piece, and thou shalt overlay them with brass.",no,0,0,low
Exodus 27:3,Exodus,27,3,"And you shall make a rim for the altar, and its pans and its bowls and its flesh-hooks and its fire-pan. All its utensils you shall make of bronze.","And thou shalt make a rim for the altar; and its covering and its cups, and its flesh-hooks, and its fire-pan, and all its vessels shalt thou make of brass.",no,0,0,low
Exodus 27:4,Exodus,27,4,"And you shall make for it a bronze grate of net-work, and you shall make for the grate four bronze rings on its four sides.",And thou shalt make for it a brazen grate with net-work; and thou shalt make for the grate four brazen rings under the four sides.,no,0,0,low
Exodus 27:5,Exodus,27,5,"And you shall set them under the grate of the altar below, and the grate shall reach to the middle of the altar.","And thou shalt put them below under the grate of the altar, and the grate shall extend to the middle of the altar.",no,0,0,low
Exodus 27:6,Exodus,27,6,"And you shall make poles for the altar of incorruptible wood, and you shall overlay them with bronze.","And thou shalt make for the altar staves of incorruptible wood, and thou shalt overlay them with brass.",no,0,0,low
Exodus 27:7,Exodus,27,7,"And you shall bring the poles into the rings, and the poles shall be on the sides of the altar when it is carried.",And thou shalt put the staves into the rings; and let the staves be on the sides of the altar to carry it.,no,0,0,low
Exodus 27:8,Exodus,27,8,"Hollow, of boards, you shall make it. According to what was shown you on the mountain, so you shall make it.","Thou shalt make it hollow with boards: according to what was shewed thee in the mount, so thou shalt make it.",no,0,0,low
Exodus 27:9,Exodus,27,9,"And you shall make a court for the tent. On the side toward the south wind, hangings of woven fine linen, one hundred cubits long for one side.","And thou shalt make a court for the tabernacle, curtains of the court of fine linen spun on the south side, the length of a hundred cubits for one side.",no,0,0,medium
Exodus 27:10,Exodus,27,10,"And their pillars twenty, and their twenty bronze bases, and their hooks and fastenings of silver.","And their pillars twenty, and twenty brazen sockets for them, and their rings and their clasps of silver.",no,0,0,low
Exodus 27:11,Exodus,27,11,"So also for the side toward the east wind, hangings one hundred cubits long, and their pillars twenty, and their twenty bronze bases, and the hooks and fastenings of the pillars silver-covered.","Thus shall there be to the side toward the north curtains of a hundred cubits in length; and their pillars twenty, and their sockets twenty of brass, and the rings and the clasps of the pillars, and their sockets overlaid with silver.",no,0,0,medium
Exodus 27:12,Exodus,27,12,"And on the breadth of the court toward the sea, hangings fifty cubits, their pillars ten and their bases ten.","And in the breadth of the tabernacle toward the west curtains of fifty cubits, their pillars ten and their sockets ten.",no,0,0,low
