ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation,ukjv_translation,review_status,review_notes
John 14:21,JHN,John,14,21,ο εχων τας εντολας μου και τηρων αυτας εκεινος εστιν ο αγαπων με ο δε αγαπων με αγαπηθησεται υπο του πατρος μου και εγω αγαπησω αυτον και εμφανισω αυτω εμαυτον,o ecwn tav entolav mou kai thrwn autav ekeinov estin o agapwn me o de agapwn me agaphyhsetai upo tou patrov mou kai egw agaphsw auton kai emfanisw autw emauton,,,"The one who has my commandments, and keeps them, he is the one who loves me: and the one who loves me will be loved by my Father, and I will love him, and will manifest myself to him.","He that has my commandments, and keeps them, he it is that loves me: and he that loves me shall be loved of my Father, and I will love him, and will manifest myself to him.",tr_literal_manual,manual TR literal override
John 14:22,JHN,John,14,22,λεγει αυτω ιουδας ουχ ο ισκαριωτης κυριε τι γεγονεν οτι ημιν μελλεις εμφανιζειν σεαυτον και ουχι τω κοσμω,legei autw ioudav ouc o iskariwthv kurie ti gegonen oti hmin melleiv emfanizein seauton kai ouci tw kosmw,,,"Judas says to him, not Iscariot, Lord, how is it that you will manifest yourself to us, and not to the world?","Judas says unto him, not Iscariot, Lord, how is it that you will manifest yourself unto us, and not unto the world?",tr_literal_pass1,modernized archaic directional unto; normalized NT kurios as Lord
John 14:23,JHN,John,14,23,απεκριθη ο ιησους και ειπεν αυτω εαν τις αγαπα με τον λογον μου τηρησει και ο πατηρ μου αγαπησει αυτον και προς αυτον ελευσομεθα και μονην παρ αυτω ποιησομεν,apekriyh o ihsouv kai eipen autw ean tiv agapa me ton logon mou thrhsei kai o pathr mou agaphsei auton kai prov auton eleusomeya kai monhn par autw poihsomen,,,"Jesus answered and said to him, If a man loves me, he will keep my words: and my Father will love him, and we will come to him, and make our dwelling with him.","Jesus answered and said unto him, If a man love me, he will keep my words: (o. logos) and my Father will love him, and we will come unto him, and make our abode with him.",tr_literal_manual,manual TR literal override
John 14:24,JHN,John,14,24,ο μη αγαπων με τους λογους μου ου τηρει και ο λογος ον ακουετε ουκ εστιν εμος αλλα του πεμψαντος με πατρος,o mh agapwn me touv logouv mou ou threi kai o logov on akouete ouk estin emov alla tou pemqantov me patrov,,,"The one who does not love me does not keep my sayings: and the word which you hear is not mine, but the Father's who sent me.","He that loves me not keeps not my sayings: (o. logos) and the word (o. logos) which all of you hear is not mine, but the Father's which sent me.",tr_literal_manual,manual TR literal override
John 14:25,JHN,John,14,25,ταυτα λελαληκα υμιν παρ υμιν μενων,tauta lelalhka umin par umin menwn,,,"These things have I spoken to you, being yet present with you.","These things have I spoken unto you, being yet present with you.",tr_literal_pass1,modernized archaic directional unto
John 14:26,JHN,John,14,26,ο δε παρακλητος το πνευμα το αγιον ο πεμψει ο πατηρ εν τω ονοματι μου εκεινος υμας διδαξει παντα και υπομνησει υμας παντα α ειπον υμιν,o de paraklhtov to pneuma to agion o pemqei o pathr en tw onomati mou ekeinov umav didaxei panta kai upomnhsei umav panta a eipon umin,,,"But the Comforter, which is the Holy Spirit, whom the Father will send in my name, he shall teach you all things, and bring all things to your remembrance, whatever I have said to you.","But the Comforter, which is the Holy Spirit, (o. pneuma) whom the Father will send in my name, he shall teach you all things, and bring all things to your remembrance, whatsoever I have said unto you.",tr_literal_manual,manual TR literal override
John 14:27,JHN,John,14,27,ειρηνην αφιημι υμιν ειρηνην την εμην διδωμι υμιν ου καθως ο κοσμος διδωσιν εγω διδωμι υμιν μη ταρασσεσθω υμων η καρδια μηδε δειλιατω,eirhnhn afihmi umin eirhnhn thn emhn didwmi umin ou kaywv o kosmov didwsin egw didwmi umin mh tarassesyw umwn h kardia mhde deiliatw,,,"Peace I leave with you, my peace I give to you: not as the world gives, do I give to you. Let not your heart be troubled, neither let it be afraid.","Peace I leave with you, my peace I give unto you: not as the world gives, give I unto you. Let not your heart be troubled, neither let it be afraid.",tr_literal_manual,manual TR literal override
John 14:28,JHN,John,14,28,ηκουσατε οτι εγω ειπον υμιν υπαγω και ερχομαι προς υμας ει ηγαπατε με εχαρητε αν οτι ειπον πορευομαι προς τον πατερα οτι ο πατηρ μου μειζων μου εστιν,hkousate oti egw eipon umin upagw kai ercomai prov umav ei hgapate me ecarhte an oti eipon poreuomai prov ton patera oti o pathr mou meizwn mou estin,,,"You have heard how I said to you, I go away, and come again to you. If you loved me, you would rejoice, because I said, I go to the Father: for my Father is greater than I.","All of you have heard how I said unto you, I go away, and come again unto you. If all of you loved me, all of you would rejoice, because I said, I go unto the Father: for my Father is greater than I.",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact
John 14:29,JHN,John,14,29,και νυν ειρηκα υμιν πριν γενεσθαι ινα οταν γενηται πιστευσητε,kai nun eirhka umin prin genesyai ina otan genhtai pisteushte,,,"And now I have told you before it happens, that, when it has happened, you might believe.","And now I have told you before it come to pass, that, when it has come to pass, all of you might believe.",tr_literal_manual,manual TR literal override
John 14:30,JHN,John,14,30,ουκ ετι πολλα λαλησω μεθ υμων ερχεται γαρ ο του κοσμου τουτου αρχων και εν εμοι ουκ εχει ουδεν,ouk eti polla lalhsw mey umwn ercetai gar o tou kosmou toutou arcwn kai en emoi ouk ecei ouden,,,"No longer will I talk much with you: for the prince of this world comes, and has nothing in me.","Hereafter I will not talk much with you: for the prince of this world comes, and has nothing in me.",tr_literal_manual,manual TR literal override
John 14:31,JHN,John,14,31,αλλ ινα γνω ο κοσμος οτι αγαπω τον πατερα και καθως ενετειλατο μοι ο πατηρ ουτως ποιω εγειρεσθε αγωμεν εντευθεν,all ina gnw o kosmov oti agapw ton patera kai kaywv eneteilato moi o pathr outwv poiw egeiresye agwmen enteuyen,,,"But that the world may know that I love the Father; and as the Father gave me commandment, even so I do. Arise, let us go from here.","But that the world may know that I love the Father; and as the Father gave me commandment, even so I do. Arise, let us go behind.",tr_literal_manual,manual TR literal override
John 15:1,JHN,John,15,1,εγω ειμι η αμπελος η αληθινη και ο πατηρ μου ο γεωργος εστιν,egw eimi h ampelov h alhyinh kai o pathr mou o gewrgov estin,,,"I am the true vine, and my Father is the vinedresser.","I am the true vine, and my Father is the farmer.",tr_literal_manual,manual TR literal override
John 15:2,JHN,John,15,2,παν κλημα εν εμοι μη φερον καρπον αιρει αυτο και παν το καρπον φερον καθαιρει αυτο ινα πλειονα καρπον φερη,pan klhma en emoi mh feron karpon airei auto kai pan to karpon feron kayairei auto ina pleiona karpon ferh,,,"Every branch in me that does not bear fruit he takes away: and every branch that bears fruit, he prunes it, that it may bear more fruit.","Every branch in me that bears not fruit he takes away: and every branch that bears fruit, he purges it, that it may bring forth more fruit.",tr_literal_manual,manual TR literal override
John 15:3,JHN,John,15,3,ηδη υμεις καθαροι εστε δια τον λογον ον λελαληκα υμιν,hdh umeiv kayaroi este dia ton logon on lelalhka umin,,,Now you are clean through the word which I have spoken to you.,Now all of you are clean through the word (o. logos) which I have spoken unto you.,tr_literal_pass1,modernized archaic directional unto; removed UKJV inline Strong-style lexical marker; removed UKJV plural-expansion artifact
John 15:4,JHN,John,15,4,μεινατε εν εμοι καγω εν υμιν καθως το κλημα ου δυναται καρπον φερειν αφ εαυτου εαν μη μεινη εν τη αμπελω ουτως ουδε υμεις εαν μη εν εμοι μεινητε,meinate en emoi kagw en umin kaywv to klhma ou dunatai karpon ferein af eautou ean mh meinh en th ampelw outwv oude umeiv ean mh en emoi meinhte,,,"Abide in me, and I in you. As the branch cannot bear fruit of itself, except it abide in the vine; no more can you, except you abide in me.","Abide in me, and I in you. As the branch cannot bear fruit of itself, except it abide in the vine; no more can all of you, except all of you abide in me.",tr_literal_pass1,removed UKJV plural-expansion artifact
John 15:5,JHN,John,15,5,εγω ειμι η αμπελος υμεις τα κληματα ο μενων εν εμοι καγω εν αυτω ουτος φερει καρπον πολυν οτι χωρις εμου ου δυνασθε ποιειν ουδεν,egw eimi h ampelov umeiv ta klhmata o menwn en emoi kagw en autw outov ferei karpon polun oti cwriv emou ou dunasye poiein ouden,,,"I am the vine, you are the branches: the one who abides in me, and I in him, the same produces much fruit: for without me you can do nothing.","I am the vine, all of you are the branches: He that abides in me, and I in him, the same brings forth much fruit: for without me all of you can do nothing.",tr_literal_pass1,modernized he-that relative; removed UKJV plural-expansion artifact; rendered general brings-forth as produces
